Species name,Domain,Phylum,Taxonomic source,Is Deep-sea,Deep-sea source,Is marine sequence
Diplobatis ommata,Eukaryota,Chordata,WoRMS,0.0,0,1
Dipsastraea favus,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Discosoma,Eukaryota,Cnidaria,NCBI,0.0,0,1
Discosoma sp.,Eukaryota,Cnidaria,NCBI,0.0,0,1
Discosoma sp. lw-2004,Eukaryota,Cnidaria,NCBI,0.0,,1
Discosoma sp. rc-2004,Eukaryota,Cnidaria,NCBI,0.0,,1
Discosoma sp. ssal-2000,Eukaryota,Cnidaria,NCBI,0.0,,1
Discosoma striata,Eukaryota,Cnidaria,NCBI,0.0,0,1
Ditylum brightwellii,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Dokdonia donghaensis dsw-1,Bacteria,Bacteroidota,NCBI,0.0,,1
Dokdonia sp. med134,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Doryteuthis pealeii,Eukaryota,Mollusca,WoRMS,0.0,0,1
Dosidicus gigas,Eukaryota,Mollusca,WoRMS,1.0,WoRDSS,1
Dunaliella,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Dunaliella bioculata,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Dunaliella salina,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Dunaliella tertiolecta,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Dunaliella viridis,Eukaryota,Chlorophyta,NCBI,0.0,,1
Echinophyllia,Eukaryota,Cnidaria,NCBI,0.0,0,1
Echinophyllia sp. sc22,Eukaryota,Cnidaria,NCBI,0.0,,1
Ecteinascidia turbinata,Eukaryota,Chordata,WoRMS,0.0,0,1
Ectocarpus siliculosus,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Ectothiorhodospira,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Ectothiorhodospira sp. phs-1,Bacteria,Pseudomonadota,NCBI,0.0,,1
Elasmobranchii,Eukaryota,Chordata,NCBI,0.0,0,1
Emiliania huxleyi,Eukaryota,Haptophyta,WoRMS,0.0,0,1
Emiliania huxleyi ccmp1516,Eukaryota,Haptophyta,NCBI,0.0,0,1
Entacmaea quadricolor,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Eopsetta jordani,Eukaryota,Chordata,WoRMS,0.0,0,1
Epiactis japonica,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Epinephelus coioides,Eukaryota,Chordata,WoRMS,0.0,,1
Erythrobacter litoralis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Erythrobacter litoralis htcc2594,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Erythrobacter longus,Bacteria,Proteobacteria,WoRMS,0.0,,1
Erythrobacter sp.,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1099/ijsem.0.003136,1
Erythrobacter sp. nap1,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Erythrobacter sp. sd-21,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Euphausia pacifica,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Euphausia superba,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Euplotes crassus,Eukaryota,Ciliophora,WoRMS,0.0,,1
Euplotes eurystomus,Eukaryota,Ciliophora,WoRMS,0.0,0,1
Eurythoe complanata,Eukaryota,Annelida,WoRMS,0.0,0,1
Eutreptiella braarudii,Eukaryota,Euglenozoa,Wikipedia,0.0,0,1
Eutreptiella gymnastica,Eukaryota,Euglenozoa,Wikipedia,0.0,0,1
Eutreptiella pomquetensis,Eukaryota,Euglenozoa,Wikipedia,0.0,0,1
Eutreptiella sp. ccmp389,Eukaryota,Euglenozoa,NCBI,0.0,0,1
Exaiptasia diaphana,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Ferrimonas balearica,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Fibrella aestuarina,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Flavivirga rizhaonensis,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacteria bacterium bbfl7,Bacteria,Bacteroidota,NCBI,0.0,0,1
Flavobacteriaceae bacterium,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacteriales,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Flavobacteriales bacterium,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacteriales bacterium alc-1,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Flavobacteriales bacterium brh_c54,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacterium aquatile,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacterium branchiophilum,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacterium crassostreae,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacterium frigidarium,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Flavobacterium frigidimaris,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Flavobacterium psychrophilum,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacterium sp. tab 87,Bacteria,Bacteroidota,NCBI,0.0,,1
Flavobacterium sp. umi-01,Bacteria,Bacteroidota,NCBI,0.0,,1
Fragilariopsis cylindrus,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Fragilariopsis cylindrus ccmp1102,Eukaryota,Gyrista,NCBI,0.0,,1
Fucus distichus,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Fulvimarina pelagi,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Fulvimarina pelagi htcc2506,Bacteria,Pseudomonadota,NCBI,0.0,,1
Fulvimarina sp,Bacteria,Pseudomonadota,NCBI,0.0,,1
Fundulus heteroclitus,Eukaryota,Chordata,WoRMS,0.0,0,1
Fungia,Eukaryota,Cnidaria,NCBI,0.0,0,1
Gadus chalcogrammus,Eukaryota,Chordata,WoRMS,0.0,0,1
Gadus morhua,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Galaxea fascicularis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Gamma proteobacterium 'hot 75m4',Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Gamma proteobacterium htcc2207,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Gammaproteobacteria,Bacteria,Pseudomonadota,Wikipedia,1.0,2018,1
Gammaproteobacteria bacterium,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Gasterosteus aculeatus,Eukaryota,Chordata,WoRMS,0.0,0,1
Gaussia princeps,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Gelidibacter salicanalis,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Gelidium crinale,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Geobacillus kaustophilus,Bacteria,Firmicutes,WoRMS,1.0,2018,1
Geobacillus kaustophilus hta426,Bacteria,Bacillota,Wikipedia,1.0,2018,1
Geodia cydonium,Eukaryota,Porifera,WoRMS,0.0,0,1
Ginglymostoma cirratum,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Glaciecola punicea,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Glaciecola punicea acam 611,Bacteria,Pseudomonadota,NCBI,0.0,,1
Glossomastix chrysoplasta,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Glyptocephalus cynoglossus,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Gracilaria gracilis,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Gracilaria tenuistipitata var. liui,Eukaryota,Rhodophyta,WoRMS,0.0,,1
Gramella forsetii,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Gramella forsetii kt0803,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Griffithsia japonica,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Griffithsia sp.,Eukaryota,Rhodophyta,NCBI,0.0,,1
Guillardia theta,Eukaryota,Cryptophyta,WoRMS,0.0,0,1
Gymnodinium catenatum,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Hahella chejuensis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Hahella chejuensis kctc 2396,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Haliangium ochraceum,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Halichondria okadai,Eukaryota,Porifera,NCBI,0.0,0,1
Haliotis discus discus,Eukaryota,Mollusca,NCBI,0.0,0,1
Haliotis discus hannai,Eukaryota,Mollusca,NCBI,0.0,0,1
Haliotis gigantea,Eukaryota,Mollusca,WoRMS,0.0,0,1
Haliotis kamtschatkana assimilis,Eukaryota,Mollusca,NCBI,0.0,0,1
Haliotis madaka,Eukaryota,Mollusca,WoRMS,0.0,0,1
Haliotis tuberculata,Eukaryota,Mollusca,WoRMS,0.0,0,1
Halocynthia roretzi,Eukaryota,Chordata,WoRMS,0.0,0,1
Haloferax mediterranei,Archaea,Euryarchaeota,NCBI,0.0,0,1
Haloferax volcanii,Archaea,Euryarchaeota,WoRMS,0.0,,1
Halomonas aquamarina,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Halomonas axialensis,Bacteria,Proteobacteria,WoRMS,0.0,,1
Halomonas cupida,Bacteria,Proteobacteria,WoRMS,0.0,,1
Halomonas maris,Bacteria,Pseudomonadota,NCBI,0.0,,1
Halomonas sp. htnk1,Bacteria,Pseudomonadota,NCBI,,,1
Halomonas titanicae,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1099/ijs.0.020628-0 ,1
Hemicentrotus pulcherrimus,Eukaryota,Echinodermata,WoRMS,0.0,0,1
Hemiselmis andersenii,Eukaryota,Cryptophyta,WoRMS,0.0,,1
Hemiselmis rufescens,Eukaryota,Cryptophyta,Wikipedia,0.0,0,1
Hemiselmis virescens,Eukaryota,Cryptophyta,Wikipedia,0.0,0,1
Heritiera littoralis,Eukaryota,Tracheophyta,WoRMS,0.0,0,1
Heteractis crispa,Eukaryota,Cnidaria,NCBI,0.0,0,1
Heteractis sp.,Eukaryota,Cnidaria,NCBI,0.0,0,1
Heterocapsa niei,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Heterocapsa triquetra,Eukaryota,Myzozoa,WoRMS,0.0,0,1
Heterodontus francisci,Eukaryota,Chordata,WoRMS,0.0,0,1
Heterololigo bleekeri,Eukaryota,Mollusca,WoRMS,0.0,0,1
Heterorhabdus tanneri,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Heterosigma akashiwo,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Heterostylites major,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Hippea maritima,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Hippocampus comes,Eukaryota,Chordata,WoRMS,0.0,,1
Hippoglossoides platessoides,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Hippoglossus hippoglossus,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Hippoglossus stenolepis,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Hoeflea phototrophica,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Hoeflea sp. ec-hk425,Bacteria,Pseudomonadota,NCBI,0.0,,1
Holothuria leucospilota,Eukaryota,Echinodermata,NCBI,0.0,0,1
Homarus americanus,Eukaryota,Arthropoda,WoRMS,1.0,WoRDSS,1
Hondaea fermentalgiana,Eukaryota,Bigyra,NCBI,0.0,,1
Hydrogenovibrio crunogenus,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1128/jb.187.16.5761-5766.2005,1
Hydrogenovibrio marinus,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Hydrogenovibrio thermophilus,Bacteria,Pseudomonadota,NCBI,1.0,https://doi.org/10.3389/fmicb.2017.02513,1
Hyperthermus butylicus,Archaea,Crenarchaeota,WoRMS,0.0,0,1
Hyperthermus butylicus dsm 5456,Archaea,Thermoproteota,Wikipedia,0.0,0,1
Hyphomonas adhaerens,Bacteria,Proteobacteria,WoRMS,0.0,,1
Hyphomonas hirschiana vp5,Bacteria,Pseudomonadota,NCBI,1.0,https://gold.jgi.doe.gov/organism?id=Go0035296,1
Hyphomonas neptunium,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Hyphomonas neptunium atcc 15444,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Hyphomonas pacifica,Bacteria,Pseudomonadota,NCBI,1.0,https://doi.org/10.1007/s10482-016-0712-7,1
Hyphomonas polymorpha ps728,Bacteria,Pseudomonadota,NCBI,0.0,,1
Hypnos monopterygius,Eukaryota,Chordata,WoRMS,0.0,,1
Idiomarina loihiensis,Bacteria,Proteobacteria,WoRMS,1.0,2018,1
Idiomarina loihiensis l2tr,Bacteria,Pseudomonadota,Wikipedia,1.0,2018,1
Idiomarina sp,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Idiomarina sp.,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Idiomarina sp. h2,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Idiomarina sp. md25a,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Idiomarina zobellii,Bacteria,Proteobacteria,WoRMS,0.0,,1
Ignicoccus hospitalis,Archaea,Crenarchaeota,WoRMS,1.0,2018,1
Infectious hematopoietic necrosis virus,Viruses,Negarnaviricota,NCBI,0.0,0,1
Infectious pancreatic necrosis virus,Viruses,Incertae sedis,Wikipedia,0.0,0,1
Infectious salmon anemia virus,Virus,Negarnaviticota,Wikipedia,0.0,,1
Isavirus salaris,Viruses,Negarnaviricota,NCBI,0.0,0,1
Isochrysis galbana,Eukaryota,Haptophyta,NCBI,0.0,0,1
Jannaschia,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Jannaschia donghaensis,Bacteria,Proteobacteria,WoRMS,0.0,,1
Jannaschia rubra,Bacteria,Proteobacteria,WoRMS,0.0,,1
Jannaschia sp.,Bacteria,Pseudomonadota,Wikipedia,0.0,,1
Jannaschia sp. ccs1,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Jejuia pallidilutea,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Jeotgalibacillus alimentarius,Bacteria,Bacillota,Wikipedia,0.0,,1
Jeotgalibacillus malaysiensis,Bacteria,Bacillota,Wikipedia,0.0,,1
Jeotgalibacillus marinus,Bacteria,Firmicutes,WoRMS,0.0,0,1
Kandelia candel,Eukaryota,Tracheophyta,WoRMS,0.0,0,1
Kandelia obovata,Eukaryota,Tracheophyta,WoRMS,0.0,,1
Kangiella koreensis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Kappaphycus alvarezii,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Katsuwonus pelamis,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Kordia algicida,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Kordia jejudonensis,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Kordia sp. tara_039_srf,Bacteria,Bacteroidota,NCBI,0.0,,1
Labrus bergylta,Eukaryota,Chordata,WoRMS,0.0,,1
Lactococcus garvieae,Bacteria,Bacillota,Wikipedia,0.0,0,1
Laminaria digitata,Eukaryota,Ochrophyta,WoRMS,0.0,0,1
Latimeria,Eukaryota,Chordata,NCBI,0.0,0,1
Leeuwenhoekiella aequorea,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Leeuwenhoekiella blandensis,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Leeuwenhoekiella blandensis med217,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Leeuwenhoekiella marinoflava,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Leeuwenhoekiella nanhaiensis,Bacteria,Bacteroidota,Wikipedia,1.0,https://doi.org/10.1099/ijsem.0.000883,1
Leeuwenhoekiella polynyae,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Lentisphaera araneosa,Bacteria,Lentisphaerae,WoRMS,0.0,0,1
Lentisphaera araneosa htcc2155,Bacteria,Lentisphaerota,Wikipedia,0.0,0,1
Lepeophtheirus salmonis,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Leptothrix sp. (in: bacteria),Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Leptuca pugilator,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Lethenteron camtschaticum,Eukaryota,Chordata,WoRMS,0.0,0,1
Leucosporidium,Eukaryota,Basidiomycota,NCBI,0.0,0,1
Leucosporidium scottii,Eukaryota,Basidiomycota,NCBI,0.0,0,1
Limnoria,Eukaryota,Arthropoda,NCBI,0.0,0,1
Limulus polyphemus,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Limulus sp.,Eukaryota,Arthropoda,NCBI,0.0,0,1
Lineus viridis,Eukaryota,Nemertea,WoRMS,0.0,0,1
Lithophyllon concinna,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Littorina littorea,Eukaryota,Mollusca,WoRMS,0.0,0,1
Lobochlamys segnis,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Lobophyllia hemprichii,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Lobophyllia vitiensis,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Lobophytum crassum,Eukaryota,Cnidaria,WoRMS,0.0,0,1
Loligo forbesii,Eukaryota,Mollusca,WoRMS,1.0,WoRDSS,1
Loligo vulgaris,Eukaryota,Mollusca,WoRMS,1.0,WoRDSS,1
Lophius americanus,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Lottia gigantea,Eukaryota,Mollusca,WoRMS,0.0,0,1
Lucicutia ovaliformis,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Lymphocystis disease virus - isolate china,Viruses,Nucleocytoviricota,NCBI,0.0,0,1
Lyngbya,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Lyngbya aestuarii bl j,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Lyngbya sp.,Bacteria,Cyanobacteriota,Wikipedia,0.0,,1
Lyngbya sp. pcc 8106,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Lysobacter maris,Bacteria,Pseudomonadota,NCBI,0.0,,1
Lytechinus pictus,Eukaryota,Echinodermata,WoRMS,0.0,0,1
Lytechinus variegatus,Eukaryota,Echinodermata,WoRMS,1.0,WoRDSS,1
Magnetococcus,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Magnetococcus marinus,Bacteria,Proteobacteria,WoRMS,0.0,,1
Magnetococcus marinus mc-1,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Mantoniella squamata,Eukaryota,Chlorophyta,NCBI,0.0,0,1
Maribacter arcticus,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Maribacter dokdonensis,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Maribacter hydrothermalis,Bacteria,Bacteroidota,NCBI,1.0,https://doi.org/10.1007/s00284-021-02519-4,1
Maribacter orientalis,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Maribacter polysiphoniae,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Maribacter sp,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Maribacter sp.,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Maribacter sp. 4g9,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Maribacter sp. htcc2170,Bacteria,Bacteroidota,Wikipedia,0.0,0,1
Maribacter stanieri,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Maribacter ulvicola,Bacteria,Bacteroidetes,WoRMS,0.0,,1
Maribacter vaceletii,Bacteria,Bacteroidota,Wikipedia,0.0,,1
Maricaulis maris,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Marinactinospora thermotolerans,Bacteria,Actinobacteria,WoRMS,1.0,WoRDSS,1
Marinactinospora thermotolerans dsm 45154,Bacteria,Actynomycetota,NCBI,1.0,https://doi.org/10.1099/ijs.0.005231-0,1
Marine actinobacteria clade,Bacteria,Actinobacteria,NCBI,0.0,0,1
Marine actinobacterium,Bacteria,Actinobacteria,NCBI,0.0,0,1
Marine actinobacterium phsc20c1,Bacteria,Actinobacteria,NCBI,0.0,0,1
Marine gamma proteobacterium htcc2080,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Marine gamma proteobacterium htcc2143,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Marine gokushovirus,Viruses,Phixviricota,NCBI,0.0,0,1
Marinithermus hydrothermalis,Bacteria,Deinococcus-Thermus,WoRMS,0.0,0,1
Marinobacter adhaerens,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Marinobacter adhaerens hp15,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Marinobacter algicola,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Marinobacter confluentis,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter fuscus,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter manganoxydans mni7-9,Bacteria,Proteobacteria,NCBI,1.0,2018,1
Marinobacter nauticus,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter pelagius,Bacteria,Proteobacteria,WoRMS,0.0,,1
Marinobacter psychrophilus,Bacteria,Proteobacteria,WoRMS,0.0,,1
Marinobacter salarius,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter salinexigens,Bacteria,Pseudomonadota,NCBI,1.0,https://doi.org/10.1099/ijsem.0.004236,1
Marinobacter santoriniensis nksg1,Bacteria,Pseudomonadota,NCBI,1.0,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2545824694,1
Marinobacter sp.,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Marinobacter sp. ac-23,Bacteria,Pseudomonadota,NCBI,1.0,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2855226351,1
Marinobacter sp. b9-2,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter sp. bw6,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter sp. c18,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter sp. cp1,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter sp. dsm 26671,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter sp. elb17,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Marinobacter sp. en3,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter sp. t13-3,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter vinifirmus,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter vulgaris,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinobacter zhejiangensis,Bacteria,Proteobacteria,WoRMS,0.0,,1
Marinomonas,Bacteria,Pseudomonadota,Wikipedia,1.0,https://doi.org/10.1007/s10482-014-0213-5,1
Marinomonas aquimarina,Bacteria,Proteobacteria,WoRMS,0.0,,1
Marinomonas gallaica,Bacteria,Pseudomonadota,NCBI,,,1
Marinomonas mediterranea,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Marinomonas primoryensis,Bacteria,Proteobacteria,WoRMS,0.0,,1
Marinomonas profundimaris,Bacteria,Pseudomonadota,NCBI,1.0,https://doi.org/10.1007/s10482-014-0213-5,1
Marinomonas sp,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinomonas sp.,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinomonas sp. c1424,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinomonas sp. med121,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Marinomonas sp. mwyl1,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Marinomonas spartinae,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinomonas ushuaiensis,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Marinomonas ushuaiensis dsm 15871,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marinoscillum furvescens,Bacteria,Bacteroidetes,WoRMS,0.0,0,1
Mariprofundus ferrooxydans,Bacteria,Proteobacteria,WoRMS,1.0,2018,1
Mariprofundus ferrooxydans pv-1,Bacteria,Pseudomonadota,Wikipedia,1.0,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=639857004,1
Maritimibacter alkaliphilus htcc2654,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Maritimibacter sp,Bacteria,Pseudomonadota,NCBI,0.0,,1
Marthasterias glacialis,Eukaryota,Echinodermata,WoRMS,0.0,0,1
Megabalanus rosa,Eukaryota,Arthropoda,WoRMS,0.0,0,1
Megathura crenulata,Eukaryota,Mollusca,WoRMS,0.0,0,1
Melanogrammus aeglefinus,Eukaryota,Chordata,WoRMS,1.0,WoRDSS,1
Merismopedia glauca,Bacteria,Cyanobacteria,Wikipedia,0.0,0,1
Meristotheca papulosa,Eukaryota,Rhodophyta,NCBI,0.0,0,1
Mesocentrotus nudus,Eukaryota,Echinodermata,WoRMS,0.0,0,1
Methanocaldococcus,Archaea,Euryarchaeota,Wikipedia,1.0,2018,1
Methanocaldococcus fervens,Archaea,Euryarchaeota,WoRMS,0.0,,1
Methanocaldococcus infernus,Archaea,Euryarchaeota,WoRMS,0.0,,1
Methanocaldococcus jannaschii,Archaea,Euryarchaeota,WoRMS,1.0,2018,1
Methanocaldococcus jannaschii dsm 2661,Archaea,Euryarchaeota,Wikipedia,1.0,2018,1
Methanocaldococcus sp.,Archaea,Euryarchaeota,NCBI,1.0,https://doi.org/10.1126/science.1134772,1
Methanocaldococcus villosus kin24-t80,Archaea,Euryarchaeota,NCBI,1.0,https://doi.org/10.1099/ijs.0.023663-0,1
Methanocaldococcus vulcanius,Archaea,Euryarchaeota,WoRMS,0.0,,1
Methanococcus aeolicus,Archaea,Euryarchaeota,WoRMS,1.0,2018,1
Methanococcus maripaludis,Archaea,Euryarchaeota,WoRMS,0.0,0,1
Methanococcus maripaludis s2,Archaea,Euryarchaeota,Wikipedia,0.0,0,1
Methanococcus vannielii,Archaea,Euryarchaeota,WoRMS,0.0,0,1
Methanococcus voltae,Archaea,Euryarchaeota,WoRMS,0.0,,1
Methanoculleus bourgensis,Archaea,Euryarchaeota,Wikipedia,0.0,,1
Methanoculleus chikugoensis,Archaea,Euryarchaeota,Wikipedia,0.0,,1
Methanoculleus sp. cag:1088,Archaea,Euryarchaeota,Wikipedia,0.0,,1
Methanoculleus sp. sdb,Archaea,Euryarchaeota,Wikipedia,0.0,,1
Methanopyrus kandleri,Archaea,Euryarchaeota,Wikipedia,1.0,2018,1
Methanopyrus kandleri av19,Archaea,Euryarchaeota,Wikipedia,1.0,2018,1
Methanosarcina acetivorans,Archaea,Euryarchaeota,WoRMS,0.0,0,1
Methanosarcina acetivorans c2a,Archaea,Euryarchaeota,Wikipedia,0.0,0,1
Methanosarcina mazei,Archaea,Euryarchaeota,WoRMS,0.0,,1
Methanothermococcus thermolithotrophicus,Archaea,Euryarchaeota,WoRMS,0.0,0,1
Methanotorris formicicus mc-s-70,Archaea,Euryarchaeota,NCBI,1.0,https://doi.org/10.1099/ijs.0.02887-0,1
Methanotorris igneus,Archaea,Euryarchaeota,WoRMS,1.0,2018,1
Methylophaga,Bacteria,Pseudomonadota,Wikipedia,0.0,0,1
Methylophaga aminisulfidivorans,Bacteria,Proteobacteria,WoRMS,0.0,0,1
Methylophaga aminisulfidivorans mp,Bacteria,Pseudomonadota,NCBI,0.0,,1
Methylophaga frappieri,Bacteria,Pseudomonadota,NCBI,0.0,,1
Methylophaga nitratireducenticrescens,Bacteria,Pseudomonadota,NCBI,0.0,,1
Methylophaga thiooxydans dms010,Bacteria,Pseudomonadota,NCBI,0.0,,1
